TxID,Item
1025,Butter
1026,Tea
1027,Bread
1027,Tea
1027,Jam
1028,Coffee
1028,Bread
1029,Bread
1030,Bread
1030,Butter
1031,Coffee
1031,Butter
1032,Butter
1032,Jam
1033,Coffee
1033,Butter
1034,Tea
1034,Jam
1035,Tea
1036,Bread
1037,Coffee
1037,Bread
1037,Butter
1038,Coffee
1039,Coffee
1039,Bread
1039,Butter
1040,Coffee
1040,Bread
1040,Butter
1041,Tea
1042,Coffee
1042,Butter
1043,Bread
1043,Butter
1044,Tea
1044,Jam
1045,Tea
1045,Jam
1046,Coffee
1046,Bread
1046,Butter
1047,Bread
1047,Tea
1047,Jam
1048,Tea
1048,Jam
1049,Tea
1049,Jam
1050,Coffee
1050,Bread
1050,Butter
1051,Bread
1051,Tea
1051,Jam
1052,Tea
1052,Jam
1053,Bread
1053,Butter
1053,Tea
1054,Tea
1054,Jam
1055,Tea
1055,Jam
1056,Coffee
1056,Butter
1057,Coffee
1057,Butter
1058,Coffee
1058,Jam
1059,Coffee
1059,Butter
1060,Bread
1060,Tea
1060,Jam
1061,Butter
1061,Tea
1061,Jam
1062,Tea
1062,Jam
1063,Coffee
1063,Butter
1063,Tea
1064,Tea
1064,Jam
1065,Tea
1065,Jam
1066,Coffee
1066,Butter
1066,Tea
1066,Jam
1067,Coffee
1067,Bread
1067,Butter
1068,Bread
1068,Tea
1068,Jam
1069,Coffee
1069,Bread
1069,Butter
1070,Coffee
1070,Bread
1070,Tea
1070,Jam
1071,Bread
1071,Tea
1071,Jam
1072,Tea
1072,Jam
1073,Coffee
1073,Bread
1074,Bread
1074,Tea
1074,Jam
1075,Coffee
1075,Tea
1076,Bread
1077,Tea
1077,Jam
1078,Tea
1078,Jam
1079,Tea
1079,Jam
1080,Coffee
1080,Bread
1080,Butter
1081,Tea
1082,Bread
1082,Butter
1082,Jam
1083,Coffee
1083,Bread
1083,Butter
1084,Coffee
1084,Bread
1084,Jam
1085,Tea
1085,Jam
1086,Coffee
1086,Bread
1086,Butter
1087,Coffee
1087,Bread
1087,Butter
1088,Bread
1088,Tea
1089,Bread
1089,Jam
1090,Coffee
1090,Butter
1091,Coffee
1091,Bread
1091,Butter
1092,Coffee
1092,Bread
1092,Butter
1093,Coffee
1093,Butter
1094,Coffee
1094,Butter
1095,Jam
1096,Coffee
1096,Bread
1096,Butter
1097,Coffee
1097,Bread
1097,Butter
1097,Jam
1098,Coffee
1098,Butter
1099,Coffee
1099,Bread
1099,Butter
1100,Bread
1100,Jam
1101,Coffee
1101,Bread
1101,Butter
1102,Jam
1103,Bread
1103,Butter
1103,Jam
1104,Coffee
1104,Bread
1104,Tea
1104,Jam
1105,Coffee
1105,Butter
1106,Coffee
1106,Butter
1107,Butter
1108,Coffee
1108,Butter
1109,Tea
1109,Jam
1110,Coffee
1110,Bread
1110,Butter
1111,Tea
1111,Jam
1112,Coffee
1112,Bread
1112,Butter
1113,Coffee
1113,Bread
1113,Butter
1114,Bread
1114,Tea
1114,Jam
1115,Tea
1115,Jam
1116,Tea
1116,Jam
1117,Coffee
1117,Bread
1117,Butter
1118,Bread
1118,Tea
1118,Jam
1119,Jam
1120,Coffee
1121,Tea
1121,Jam
1122,Bread
1122,Tea
1122,Jam
1123,Butter
1123,Tea
1123,Jam
1124,Coffee
1124,Butter
1125,Coffee
1125,Butter
1126,Coffee
1127,Coffee
1127,Butter
1128,Coffee
1128,Bread
1128,Butter
1129,Bread
1129,Tea
1129,Jam
1130,Coffee
1131,Bread
1131,Tea
1131,Jam
1132,Tea
1132,Jam
1133,Bread
1133,Butter
1134,Coffee
1134,Bread
1134,Butter
1135,Bread
1136,Tea
1136,Jam
1137,Coffee
1137,Bread
1138,Coffee
1138,Bread
1138,Butter
1139,Coffee
1139,Bread
1139,Butter
1140,Bread
1140,Butter
1140,Tea
1141,Coffee
1141,Butter
1142,Coffee
1142,Bread
1142,Butter
1143,Coffee
1143,Bread
1143,Butter
1144,Tea
1144,Jam
1145,Coffee
1145,Bread
1145,Butter
1146,Bread
1146,Tea
1147,Bread
1147,Tea
1147,Jam
1148,Coffee
1148,Butter
1148,Jam
1149,Coffee
1149,Bread
1149,Butter
1150,Coffee
1150,Bread
1150,Butter
1151,Coffee
1151,Butter
1152,Coffee
1152,Bread
1152,Butter
1153,Tea
1153,Jam
1154,Tea
1154,Jam
1155,Coffee
1155,Butter
1156,Coffee
1156,Bread
1157,Coffee
1157,Butter
1158,Coffee
1158,Butter
1159,Coffee
1159,Tea
1159,Jam
1160,Bread
1160,Tea
1160,Jam
1161,Bread
1161,Jam
1162,Coffee
1162,Bread
1162,Jam
1163,Bread
1163,Tea
1163,Jam
1164,Coffee
1164,Bread
1164,Butter
1165,Coffee
1165,Tea
1166,Coffee
1166,Butter
1167,Coffee
1167,Bread
1167,Jam
1168,Coffee
1168,Tea
1169,Coffee
1169,Bread
1169,Butter
1170,Tea
1170,Jam
1171,Coffee
1172,Bread
1172,Tea
1173,Bread
1174,Coffee
1174,Bread
1174,Butter
1174,Tea
1175,Coffee
1175,Bread
1175,Butter
1176,Coffee
1176,Bread
1176,Butter
1176,Jam
1177,Tea
1178,Coffee
1178,Butter
1178,Tea
1179,Coffee
1179,Butter
1180,Tea
1180,Jam
1181,Coffee
1181,Butter
1182,Coffee
1182,Butter
1182,Jam
1183,Coffee
1184,Tea
1184,Jam
1185,Coffee
1185,Bread
1185,Butter
1186,Bread
1186,Jam
1187,Tea
1188,Coffee
1188,Butter
1189,Coffee
1189,Butter
1190,Tea
1190,Jam
1191,Coffee
1191,Butter
1192,Coffee
1192,Tea
1193,Bread
1193,Tea
1193,Jam
1194,Tea
1194,Jam
1195,Coffee
1195,Bread
1195,Butter
1196,Coffee
1196,Butter
1197,Bread
1197,Tea
1198,Tea
1198,Jam
1199,Coffee
1199,Butter
1200,Coffee
1201,Bread
1201,Tea
1201,Jam
1202,Bread
1203,Bread
1204,Bread
1204,Tea
1204,Jam
1205,Coffee
1205,Butter
1206,Tea
1206,Jam
1207,Tea
1207,Jam
1208,Bread
1208,Tea
1208,Jam
1209,Coffee
1209,Bread
1209,Butter
1210,Bread
1210,Tea
1211,Coffee
1211,Tea
1212,Bread
1212,Tea
1213,Coffee
1213,Bread
1213,Butter
1214,Tea
1214,Jam
1215,Coffee
1215,Bread
1216,Bread
1216,Tea
1216,Jam
1217,Coffee
1217,Bread
1218,Tea
1218,Jam
1219,Bread
1219,Tea
1219,Jam
1220,Coffee
1220,Butter
1221,Coffee
1222,Tea
1222,Jam
1223,Coffee
1223,Butter
1224,Coffee
1224,Butter
1225,Tea
1225,Jam
1226,Tea
1226,Jam
1227,Coffee
1227,Butter
1228,Coffee
1228,Bread
1229,Coffee
1229,Bread
1229,Butter
1230,Bread
1230,Butter
1231,Bread
1231,Tea
1231,Jam
1232,Tea
1232,Jam
1233,Bread
1233,Tea
1234,Coffee
1234,Bread
1234,Butter
1235,Tea
1235,Jam
1236,Bread
1236,Butter
1237,Tea
1237,Jam
1238,Coffee
1238,Bread
1238,Butter
1238,Tea
1239,Coffee
1239,Butter
1240,Tea
1241,Tea
1241,Jam
1242,Coffee
1242,Bread
1242,Tea
1243,Bread
1243,Butter
1244,Bread
1244,Tea
1245,Tea
1245,Jam
1246,Coffee
1246,Bread
1246,Butter
1247,Butter
1247,Tea
1247,Jam
1248,Bread
1248,Butter
1248,Jam
1249,Coffee
1249,Bread
1249,Tea
1250,Coffee
1250,Tea
1250,Jam
1251,Coffee
1251,Bread
1251,Butter
1252,Coffee
1252,Butter
1253,Bread
1253,Tea
1254,Butter
1255,Bread
1255,Tea
1255,Jam
1256,Butter
1256,Jam
1257,Coffee
1257,Bread
1257,Butter
1258,Coffee
1258,Butter
1259,Coffee
1259,Bread
1259,Butter
1259,Jam
1260,Bread
1260,Tea
1261,Coffee
1261,Tea
1262,Coffee
1262,Bread
1262,Butter
1263,Coffee
1263,Butter
1264,Coffee
1264,Butter
1265,Coffee
1265,Bread
1265,Butter
1266,Butter
1266,Jam
1267,Tea
1267,Jam
1268,Butter
1269,Bread
1269,Tea
1269,Jam
1270,Coffee
1270,Bread
1270,Butter
1271,Bread
1271,Tea
1271,Jam
1272,Coffee
1272,Bread
1273,Coffee
1273,Bread
1273,Tea
1273,Jam
1274,Tea
1274,Jam
1275,Coffee
1275,Bread
1275,Butter
1276,Bread
1276,Tea
1277,Coffee
1277,Bread
1277,Butter
1278,Coffee
1278,Bread
1278,Butter
1279,Bread
1279,Tea
1279,Jam
1280,Tea
1280,Jam
1281,Coffee
1281,Bread
1281,Tea
1281,Jam
1282,Butter
1282,Jam
1283,Coffee
1283,Butter
1284,Coffee
1284,Butter
1285,Tea
1285,Jam
1286,Butter
1286,Jam
1287,Coffee
1287,Butter
1288,Tea
1288,Jam
1289,Tea
1290,Coffee
1290,Bread
1290,Butter
1291,Coffee
1292,Coffee
1292,Bread
1293,Bread
1293,Tea
1294,Coffee
1294,Bread
1295,Coffee
1295,Bread
1295,Butter
1296,Coffee
1296,Bread
1296,Butter
1297,Coffee
1297,Butter
1298,Bread
1298,Tea
1298,Jam
1299,Bread
1299,Butter
1299,Tea
1300,Bread
1301,Bread
1301,Tea
1301,Jam
1302,Coffee
1302,Butter
1303,Bread
1303,Tea
1303,Jam
1304,Coffee
1304,Butter
1305,Butter
1305,Tea
1306,Coffee
1306,Tea
1306,Jam
1307,Bread
1307,Tea
1307,Jam
1308,Coffee
1308,Bread
1308,Butter
1309,Coffee
1309,Butter
1310,Tea
1310,Jam
1311,Coffee
1311,Bread
1311,Butter
1312,Butter
1312,Tea
1313,Bread
1313,Tea
1313,Jam
1314,Coffee
1314,Butter
1315,Coffee
1315,Bread
1315,Butter
1316,Coffee
1316,Bread
1316,Butter
1317,Coffee
1317,Bread
1317,Butter
1318,Bread
1318,Tea
1319,Bread
1319,Tea
1319,Jam
1320,Coffee
1321,Bread
1321,Jam
1322,Bread
1322,Tea
1322,Jam
1323,Coffee
1323,Butter
1324,Coffee
1324,Bread
1324,Butter
1325,Coffee
1325,Butter
1326,Coffee
1326,Bread
1326,Butter
1327,Bread
1327,Jam
1328,Tea
1328,Jam
1329,Coffee
1329,Butter
1330,Bread
1330,Tea
1331,Coffee
1331,Bread
1331,Tea
1332,Coffee
1333,Coffee
1333,Bread
1333,Jam
1334,Coffee
1334,Bread
1334,Butter
1335,Bread
1335,Tea
1335,Jam
1336,Coffee
1336,Butter
1337,Coffee
1337,Bread
1337,Butter
1338,Tea
1338,Jam
1339,Coffee
1339,Butter
1340,Coffee
1340,Bread
1340,Butter
1341,Coffee
1341,Bread
1341,Butter
1342,Bread
1343,Bread
1343,Butter
1344,Bread
1344,Tea
1344,Jam
1345,Bread
1345,Tea
1345,Jam
1346,Coffee
1346,Butter
1346,Tea
1347,Bread
1347,Tea
1348,Bread
1348,Tea
1348,Jam
1349,Jam
1350,Bread
1351,Tea
1352,Bread
1352,Tea
1352,Jam
1353,Coffee
1353,Bread
1353,Butter
1354,Coffee
1354,Bread
1354,Butter
1355,Coffee
1355,Bread
1355,Butter
1356,Coffee
1356,Bread
1356,Butter
1356,Jam
1357,Tea
1358,Coffee
1358,Butter
1359,Tea
1359,Jam
1360,Tea
1361,Tea
1361,Jam
1362,Bread
1362,Tea
1362,Jam
1363,Tea
1363,Jam
1364,Coffee
1364,Bread
1365,Coffee
1365,Jam
1366,Coffee
1366,Bread
1367,Coffee
1367,Bread
1367,Butter
1368,Bread
1368,Tea
1368,Jam
1369,Tea
1369,Jam
1370,Bread
1370,Tea
1370,Jam
1371,Coffee
1371,Bread
1371,Butter
1372,Tea
1372,Jam
1373,Tea
1373,Jam
1374,Tea
1374,Jam
1375,Coffee
1375,Butter
1375,Jam
1376,Bread
1376,Jam
1377,Coffee
1377,Butter
1378,Coffee
1378,Bread
1378,Butter
1379,Coffee
1379,Bread
1379,Butter
1380,Coffee
1380,Bread
1380,Butter
1381,Coffee
1381,Bread
1381,Tea
1381,Jam
1382,Coffee
1382,Bread
1382,Butter
1382,Jam
1383,Coffee
1383,Bread
1383,Butter
1384,Bread
1384,Butter
1384,Tea
1385,Coffee
1385,Bread
1385,Butter
1386,Bread
1386,Tea
1386,Jam
1387,Tea
1387,Jam
1388,Butter
1389,Tea
1390,Butter
1391,Tea
1391,Jam
1392,Coffee
1392,Bread
1392,Butter
1393,Coffee
1393,Butter
1394,Coffee
1394,Bread
1394,Butter
1395,Tea
1396,Tea
1396,Jam
1397,Coffee
1397,Bread
1398,Bread
1398,Tea
1398,Jam
1399,Coffee
1399,Butter
1399,Jam
1400,Jam
1401,Coffee
1402,Coffee
1402,Bread
1402,Butter
1403,Bread
1403,Butter
1403,Jam
1404,Tea
1404,Jam
1405,Tea
1405,Jam
1406,Bread
1406,Tea
1406,Jam
1407,Bread
1408,Jam
1409,Coffee
1409,Bread
1409,Butter
1410,Coffee
1410,Butter
1411,Tea
1411,Jam
1412,Jam
1413,Tea
1413,Jam
1414,Coffee
1414,Bread
1414,Tea
1415,Coffee
1415,Bread
1415,Butter
1416,Coffee
1417,Coffee
1417,Bread
1417,Butter
1418,Bread
1418,Tea
1419,Coffee
1419,Bread
1419,Butter
1420,Coffee
1420,Butter
1420,Jam
1421,Coffee
1421,Butter
1422,Bread
1422,Jam
1423,Coffee
1423,Bread
1423,Butter
1424,Tea
1424,Jam
1425,Coffee
1425,Tea
1425,Jam
1426,Coffee
1426,Butter
1427,Coffee
1428,Tea
1428,Jam
1429,Coffee
1429,Bread
1429,Butter
1430,Bread
1430,Jam
1431,Bread
1431,Tea
1431,Jam
1432,Bread
1432,Tea
1432,Jam
1433,Coffee
1433,Bread
1433,Butter
1434,Bread
1434,Jam
1435,Bread
1435,Tea
1436,Coffee
1436,Bread
1436,Butter
1437,Bread
1437,Tea
1437,Jam
1438,Coffee
1438,Butter
1439,Coffee
1439,Bread
1440,Tea
1440,Jam
1441,Butter
1442,Bread
1442,Jam
1443,Coffee
1443,Bread
1443,Butter
1443,Jam
1444,Coffee
1444,Butter
1445,Tea
1445,Jam
1446,Jam
1447,Bread
1447,Jam
1448,Coffee
1448,Bread
1448,Butter
1449,Bread
1449,Tea
1449,Jam
1450,Coffee
1450,Bread
1450,Butter
1451,Coffee
1451,Tea
1451,Jam
1452,Coffee
1452,Butter
1453,Tea
1454,Coffee
1454,Bread
1454,Butter
1454,Tea
1455,Bread
1455,Tea
1456,Coffee
1456,Butter
1457,Bread
1457,Tea
1458,Coffee
1458,Butter
1459,Coffee
1459,Butter
1460,Bread
1461,Coffee
1461,Jam
1462,Coffee
1462,Bread
1463,Bread
1463,Tea
1463,Jam
1464,Coffee
1464,Bread
1464,Butter
1465,Bread
1465,Tea
1465,Jam
1466,Coffee
1466,Bread
1466,Butter
1467,Coffee
1467,Butter
1468,Coffee
1468,Bread
1468,Butter
1469,Jam
1470,Coffee
1470,Butter
1471,Bread
1472,Coffee
1472,Bread
1472,Butter
1473,Coffee
1473,Butter
1474,Coffee
1474,Butter
1475,Coffee
1475,Butter
1476,Coffee
1476,Butter
1477,Coffee
1477,Butter
1478,Coffee
1478,Butter
1479,Coffee
1479,Bread
1479,Butter
1480,Coffee
1480,Bread
1480,Butter
1481,Coffee
1481,Bread
1481,Butter
1482,Tea
1482,Jam
1483,Coffee
1483,Bread
1483,Butter
1484,Coffee
1484,Bread
1484,Butter
1484,Tea
1485,Coffee
1485,Butter
1486,Bread
1487,Coffee
1487,Butter
1488,Tea
1488,Jam
1489,Butter
1489,Jam
1490,Coffee
1490,Butter
1491,Coffee
1491,Bread
1491,Butter
1492,Coffee
1492,Butter
1493,Tea
1493,Jam
1494,Bread
1494,Tea
1494,Jam
1495,Coffee
1496,Tea
1496,Jam
1497,Bread
1497,Butter
1497,Jam
1498,Butter
1498,Tea
1498,Jam
1499,Coffee
1499,Bread
1499,Butter
1499,Jam
1500,Bread
1501,Coffee
1501,Bread
1501,Butter
1502,Bread
1502,Tea
1502,Jam
1503,Coffee
1503,Butter
1504,Bread
1504,Jam
1505,Coffee
1505,Bread
1505,Butter
1506,Coffee
1506,Bread
1506,Butter
1506,Tea
1507,Coffee
1507,Bread
1507,Butter
1507,Jam
1508,Bread
1508,Butter
1509,Bread
1509,Tea
1510,Coffee
1510,Bread
1510,Butter
1510,Tea
1511,Bread
1512,Coffee
1512,Bread
1512,Butter
1513,Coffee
1513,Butter
1514,Tea
1514,Jam
1515,Bread
1515,Tea
1515,Jam
1516,Coffee
1516,Bread
1516,Butter
1516,Tea
1516,Jam
1517,Bread
1517,Tea
1517,Jam
1518,Coffee
1518,Bread
1518,Butter
1519,Coffee
1519,Bread
1519,Butter
1520,Bread
1520,Butter
1520,Tea
1520,Jam
1521,Coffee
1521,Tea
1521,Jam
1522,Tea
1522,Jam
1523,Coffee
1523,Bread
1523,Butter
1524,Tea
1524,Jam
1525,Coffee
1525,Bread
1525,Butter
1526,Tea
1526,Jam
1527,Coffee
1527,Bread
1527,Butter
1528,Bread
1528,Tea
1528,Jam
1529,Tea
1530,Tea
1530,Jam
1531,Coffee
1531,Butter
1531,Jam
1532,Tea
1532,Jam
1533,Bread
1534,Bread
1534,Tea
1534,Jam
1535,Coffee
1535,Butter
1536,Coffee
1537,Coffee
1537,Butter
1538,Bread
1538,Tea
1538,Jam
1539,Coffee
1539,Bread
1539,Butter
1540,Coffee
1540,Bread
1540,Butter
1541,Tea
1542,Coffee
1542,Bread
1542,Butter
1543,Bread
1543,Butter
1543,Tea
1544,Bread
1544,Tea
1545,Coffee
1545,Bread
1545,Butter
1545,Tea
1546,Coffee
1546,Butter
1547,Butter
1547,Tea
1547,Jam
1548,Coffee
1548,Butter
1549,Bread
1549,Tea
1549,Jam
1550,Coffee
1550,Bread
1551,Coffee
1551,Jam
1552,Coffee
1552,Butter
1553,Tea
1553,Jam
1554,Coffee
1554,Bread
1554,Butter
1555,Coffee
1555,Butter
1556,Bread
1556,Butter
1557,Coffee
1557,Bread
1557,Butter
1558,Coffee
1558,Bread
1558,Butter
1559,Bread
1559,Butter
1560,Coffee
1560,Bread
1560,Butter
1561,Coffee
1561,Bread
1561,Butter
1562,Butter
1562,Tea
1562,Jam
1563,Coffee
1563,Butter
1564,Tea
1565,Coffee
1565,Butter
1566,Coffee
1566,Butter
1567,Coffee
1567,Butter
1567,Tea
1568,Coffee
1568,Butter
1569,Coffee
1570,Bread
1570,Jam
1571,Tea
1571,Jam
1572,Coffee
1572,Bread
1572,Butter
1573,Bread
1573,Butter
1573,Tea
1573,Jam
1574,Coffee
1574,Bread
1574,Butter
1575,Bread
1576,Tea
1577,Tea
1578,Coffee
1578,Butter
1579,Tea
1579,Jam
1580,Coffee
1580,Bread
1580,Butter
1581,Coffee
1581,Bread
1581,Butter
1582,Bread
1582,Tea
1582,Jam
1583,Tea
1583,Jam
1584,Tea
1584,Jam
1585,Coffee
1585,Bread
1585,Butter
1586,Tea
1587,Coffee
1587,Bread
1587,Butter
1588,Coffee
1588,Bread
1588,Butter
1589,Coffee
1589,Bread
1590,Coffee
1590,Bread
1590,Butter
1591,Coffee
1591,Bread
1592,Bread
1592,Tea
1593,Bread
1593,Tea
1593,Jam
1594,Coffee
1594,Bread
1594,Butter
1595,Jam
1596,Coffee
1596,Bread
1597,Tea
1597,Jam
1598,Bread
1598,Tea
1598,Jam
1599,Coffee
1599,Bread
1600,Coffee
1600,Butter
1601,Bread
1601,Butter
1601,Tea
1602,Butter
1602,Jam
1603,Coffee
1603,Bread
1603,Butter
1604,Bread
1604,Tea
1605,Coffee
1605,Bread
1605,Butter
1606,Coffee
1606,Bread
1606,Butter
1607,Tea
1607,Jam
1608,Tea
1609,Coffee
1609,Butter
1610,Coffee
1610,Bread
1610,Butter
1611,Coffee
1611,Butter
1611,Jam
1612,Coffee
1612,Bread
1613,Bread
1613,Tea
1613,Jam
1614,Coffee
1614,Bread
1614,Butter
1615,Coffee
1615,Bread
1616,Bread
1616,Tea
1616,Jam
1617,Bread
1617,Tea
1618,Coffee
1618,Bread
1619,Tea
1619,Jam
1620,Tea
1620,Jam
1621,Coffee
1621,Bread
1621,Tea
1621,Jam
1622,Coffee
1622,Bread
1622,Butter
1622,Jam
1623,Coffee
1624,Coffee
1624,Tea
1624,Jam
1625,Tea
1625,Jam
1626,Coffee
1626,Butter
1627,Tea
1627,Jam
1628,Jam
1629,Coffee
1629,Bread
1629,Butter
1630,Tea
1630,Jam
1631,Tea
1631,Jam
1632,Tea
1632,Jam
1633,Tea
1633,Jam
1634,Bread
1634,Tea
1635,Coffee
1635,Bread
1635,Butter
1636,Coffee
1636,Butter
1637,Tea
1637,Jam
1638,Tea
1638,Jam
1639,Tea
1639,Jam
1640,Coffee
1640,Jam
1641,Coffee
1641,Bread
1641,Jam
1642,Coffee
1642,Butter
1643,Tea
1643,Jam
1644,Bread
1644,Butter
1645,Jam
1646,Tea
1647,Bread
1647,Butter
1647,Tea
1647,Jam
1648,Coffee
1648,Jam
1649,Tea
1649,Jam
1650,Bread
1650,Tea
1651,Bread
1651,Butter
1652,Coffee
1652,Bread
1652,Butter
1653,Coffee
1654,Butter
1654,Jam
1655,Jam
1656,Jam
1657,Bread
1657,Butter
1657,Tea
1657,Jam
1658,Tea
1658,Jam
1659,Bread
1659,Tea
1659,Jam
1660,Coffee
1660,Bread
1660,Butter
1661,Coffee
1661,Bread
1661,Butter
1662,Coffee
1662,Butter
1663,Jam
1664,Bread
1664,Tea
1664,Jam
1665,Tea
1666,Jam
1667,Bread
1667,Tea
1667,Jam
1668,Bread
1668,Jam
1669,Bread
1669,Jam
1670,Bread
1670,Tea
1670,Jam
1671,Tea
1671,Jam
1672,Coffee
1673,Coffee
1673,Butter
1674,Butter
1675,Coffee
1675,Bread
1675,Butter
1676,Tea
1677,Butter
1678,Coffee
1678,Bread
1678,Butter
1679,Coffee
1679,Butter
1680,Coffee
1680,Butter
1681,Bread
1681,Tea
1681,Jam
1682,Coffee
1682,Bread
1682,Butter
1683,Tea
1683,Jam
1684,Coffee
1684,Bread
1684,Butter
1684,Jam
1685,Bread
1685,Tea
1685,Jam
1686,Coffee
1687,Coffee
1687,Bread
1687,Tea
1687,Jam
1688,Tea
1688,Jam
1689,Jam
1690,Bread
1690,Butter
1691,Bread
1691,Tea
1691,Jam
1692,Bread
1692,Tea
1692,Jam
1693,Bread
1693,Tea
1693,Jam
1694,Bread
1694,Tea
1694,Jam
1695,Coffee
1695,Butter
1696,Coffee
1696,Bread
1697,Coffee
1697,Bread
1697,Butter
1697,Tea
1698,Coffee
1698,Bread
1698,Butter
1699,Coffee
1699,Butter
1700,Coffee
1700,Butter
1701,Coffee
1701,Bread
1701,Butter
1702,Bread
1702,Jam
1703,Tea
1703,Jam
1704,Coffee
1704,Bread
1705,Bread
1705,Tea
1705,Jam
1706,Bread
1706,Butter
1706,Tea
1707,Coffee
1707,Bread
1707,Butter
1708,Bread
1708,Tea
1709,Coffee
1709,Bread
1709,Butter
1710,Coffee
1710,Butter
1711,Bread
1711,Tea
1711,Jam
1712,Bread
1712,Tea
1712,Jam
1713,Coffee
1713,Bread
1713,Butter
1713,Tea
1714,Tea
1715,Coffee
1715,Butter
1716,Bread
1716,Tea
1716,Jam
1717,Coffee
1717,Bread
1717,Butter
1718,Coffee
1718,Bread
1718,Butter
1718,Jam
1719,Butter
1720,Coffee
1720,Bread
1720,Butter
1721,Coffee
1721,Butter
1722,Bread
1722,Tea
1722,Jam
1723,Bread
1723,Tea
1723,Jam
1724,Tea
1724,Jam
1725,Bread
1725,Tea
1725,Jam
1726,Coffee
1726,Bread
1726,Butter
1727,Coffee
1727,Butter
1728,Coffee
1728,Bread
1728,Butter
1729,Tea
1729,Jam
1730,Coffee
1730,Bread
1730,Butter
1731,Coffee
1731,Bread
1731,Butter
1732,Coffee
1732,Bread
1732,Butter
1733,Coffee
1733,Butter
1734,Coffee
1734,Tea
1735,Coffee
1735,Bread
1736,Coffee
1737,Tea
1737,Jam
1738,Bread
1738,Tea
1738,Jam
1739,Coffee
1739,Butter
1740,Coffee
1740,Butter
1741,Coffee
1742,Coffee
1743,Coffee
1743,Bread
1744,Coffee
1744,Bread
1744,Butter
1745,Bread
1745,Tea
1745,Jam
1746,Bread
1746,Tea
1746,Jam
1747,Coffee
1747,Butter
1748,Coffee
1748,Butter
1749,Bread
1749,Tea
1749,Jam
1750,Coffee
1750,Bread
1750,Butter
1750,Tea
1751,Butter
1751,Tea
1751,Jam
1752,Coffee
1752,Bread
1752,Butter
1752,Tea
1753,Coffee
1753,Butter
1754,Tea
1754,Jam
1755,Coffee
1755,Bread
1755,Butter
1756,Coffee
1756,Bread
1756,Butter
1757,Coffee
1757,Bread
1757,Butter
1758,Coffee
1758,Bread
1758,Butter
1759,Butter
1760,Tea
1760,Jam
1761,Coffee
1761,Bread
1761,Butter
1762,Coffee
1762,Bread
1762,Butter
1763,Coffee
1763,Butter
1764,Coffee
1764,Bread
1764,Butter
1765,Bread
1765,Tea
1765,Jam
1766,Bread
1766,Tea
1766,Jam
1767,Coffee
1767,Butter
1767,Jam
1768,Coffee
1768,Butter
1769,Tea
1769,Jam
1770,Bread
1770,Tea
1770,Jam
1771,Coffee
1771,Bread
1771,Tea
1771,Jam
1772,Coffee
1772,Bread
1772,Butter
1773,Coffee
1774,Tea
1775,Bread
1775,Butter
1775,Tea
1776,Tea
1777,Bread
1777,Tea
1777,Jam
1778,Butter
1779,Coffee
1779,Butter
1780,Coffee
1780,Butter
1781,Tea
1781,Jam
1782,Tea
1782,Jam
1783,Bread
1783,Tea
1784,Bread
1784,Jam
1785,Bread
1785,Tea
1785,Jam
1786,Coffee
1786,Bread
1786,Butter
1787,Coffee
1787,Bread
1787,Tea
1788,Coffee
1788,Tea
1789,Coffee
1789,Bread
1789,Butter
1790,Coffee
1790,Bread
1790,Butter
1791,Tea
1791,Jam
1792,Coffee
1792,Bread
1792,Butter
1793,Bread
1793,Butter
1793,Tea
1793,Jam
1794,Tea
1794,Jam
1795,Bread
1795,Tea
1795,Jam
1796,Bread
1796,Tea
1797,Tea
1797,Jam
1798,Butter
1799,Coffee
1799,Butter
1800,Coffee
1800,Bread
1800,Tea
1801,Bread
1801,Tea
1801,Jam
1802,Coffee
1802,Butter
1803,Coffee
1803,Bread
1803,Butter
1804,Bread
1805,Coffee
1805,Butter
1805,Jam
1806,Coffee
1806,Bread
1806,Butter
1807,Bread
1807,Tea
1807,Jam
1808,Coffee
1808,Butter
1808,Tea
1809,Coffee
1809,Bread
1809,Butter
1810,Coffee
1810,Butter
1811,Bread
1811,Jam
1812,Bread
1812,Tea
1812,Jam
1813,Bread
1814,Bread
1815,Coffee
1815,Bread
1815,Butter
1816,Bread
1816,Tea
1816,Jam
1817,Coffee
1817,Butter
1818,Tea
1818,Jam
1819,Tea
1820,Bread
1820,Tea
1820,Jam
1821,Jam
1822,Coffee
1822,Bread
1822,Butter
1823,Jam
1824,Bread
1824,Tea
1824,Jam
1825,Coffee
1825,Butter
1826,Coffee
1826,Bread
1827,Coffee
1827,Butter
1828,Coffee
1828,Butter
1829,Coffee
1830,Coffee
1830,Butter
1831,Coffee
1831,Bread
1831,Butter
1832,Butter
1833,Bread
1833,Butter
1833,Jam
1834,Bread
1834,Jam
1835,Tea
1835,Jam
1836,Coffee
1836,Butter
1837,Butter
1838,Tea
1839,Bread
1839,Tea
1839,Jam
1840,Tea
1840,Jam
1841,Bread
1841,Tea
1841,Jam
1842,Bread
1842,Tea
1842,Jam
1843,Coffee
1843,Bread
1843,Butter
1844,Tea
1845,Tea
1845,Jam
1846,Coffee
1846,Butter
1847,Tea
1848,Coffee
1848,Butter
1849,Butter
1849,Jam
1850,Bread
1850,Tea
1850,Jam
1851,Coffee
1852,Tea
1853,Coffee
1853,Bread
1853,Butter
1854,Bread
1855,Bread
