transaction_id,customer_id,visit_datetime,items,total_spend
TX-001114,CUST-009,2025-03-30 16:16:40,Breakfast Sandwich | Cake Slice | Americano,15.0
TX-001115,CUST-064,2025-03-30 17:15:06,Drip Coffee | Americano,5.5
TX-001116,CUST-006,2025-03-30 20:02:10,Drip Coffee | Muffin | Latte | Breakfast Sandwich | Croissant,21.0
TX-001117,CUST-019,2025-03-30 20:38:40,Latte | Breakfast Sandwich | Americano | Muffin | Croissant,21.5
TX-001118,CUST-007,2025-03-30 20:43:35,Latte | Salad | Breakfast Sandwich | Muffin | Tea,26.0
TX-001119,CUST-008,2025-03-30 21:50:24,Americano | Cake Slice | Croissant | Tea,15.5
TX-001120,CUST-011,2025-03-30 23:44:32,Pasta | Croissant | Cake Slice,20.5
TX-001121,CUST-036,2025-03-31 00:37:40,Cake Slice | Muffin | Breakfast Sandwich | Croissant | Americano,22.5
TX-001122,CUST-102,2025-03-31 01:47:07,Breakfast Sandwich | Tea,9.5
TX-001123,CUST-038,2025-03-31 05:07:48,Salad | Croissant | Cake Slice | Drip Coffee | Latte,25.0
TX-001124,CUST-002,2025-03-31 09:00:27,Latte | Cake Slice | Croissant,14.0
TX-001125,CUST-024,2025-03-31 12:19:48,Breakfast Sandwich | Americano | Cake Slice | Salad | Latte,28.0
TX-001126,CUST-082,2025-03-31 12:26:25,Breakfast Sandwich | Croissant,10.5
TX-001127,CUST-037,2025-03-31 14:02:37,Drip Coffee | Latte | Breakfast Sandwich | Salad | Muffin,25.5
TX-001128,CUST-055,2025-03-31 15:58:52,Drip Coffee | Tea,5.5
TX-001129,CUST-082,2025-03-31 19:29:39,Breakfast Sandwich | Latte | Pasta | Muffin,25.5
TX-001130,CUST-027,2025-03-31 20:23:12,Drip Coffee | Latte | Breakfast Sandwich | Tea,16.5
TX-001131,CUST-091,2025-04-01 00:17:50,Salad | Breakfast Sandwich | Muffin | Latte,23.0
TX-001132,CUST-093,2025-04-01 00:33:34,Tea | Salad | Cake Slice | Americano,20.0
TX-001133,CUST-062,2025-04-01 02:43:20,Drip Coffee | Americano,5.5
TX-001134,CUST-068,2025-04-01 02:50:19,Tea,3.0
TX-001135,CUST-042,2025-04-01 04:53:45,Drip Coffee | Americano,5.5
TX-001136,CUST-012,2025-04-01 05:19:48,Cake Slice | Croissant | Pasta,20.5
TX-001137,CUST-046,2025-04-01 06:18:32,Latte | Cake Slice,10.0
TX-001138,CUST-034,2025-04-01 09:08:23,Pasta | Drip Coffee | Tea | Americano,19.5
TX-001139,CUST-010,2025-04-01 09:56:53,Drip Coffee | Latte | Americano | Breakfast Sandwich,16.5
TX-001140,CUST-019,2025-04-01 11:51:19,Latte | Tea | Cake Slice,13.0
TX-001141,CUST-140,2025-04-01 12:48:21,Americano,3.0
TX-001142,CUST-069,2025-04-01 13:01:46,Drip Coffee,2.5
TX-001143,CUST-011,2025-04-01 17:06:54,Muffin | Cake Slice | Latte | Croissant,17.5
TX-001144,CUST-014,2025-04-01 17:55:26,Pasta | Salad | Cake Slice | Latte | Croissant,33.5
TX-001145,CUST-004,2025-04-02 01:17:21,Drip Coffee | Breakfast Sandwich | Cake Slice | Salad | Latte,27.5
TX-001146,CUST-125,2025-04-02 06:09:14,Americano,3.0
TX-001147,CUST-026,2025-04-02 06:09:59,Breakfast Sandwich | Croissant | Pasta | Salad | Latte,34.5
TX-001148,CUST-061,2025-04-02 08:32:30,Tea,3.0
TX-001149,CUST-137,2025-04-02 09:17:14,Cake Slice | Tea,8.5
TX-001150,CUST-022,2025-04-02 11:58:36,Pasta | Drip Coffee | Salad,22.0
TX-001151,CUST-063,2025-04-02 13:40:59,Latte,4.5
TX-001152,CUST-064,2025-04-02 16:12:14,Americano,3.0
TX-001153,CUST-093,2025-04-02 17:36:04,Latte | Breakfast Sandwich | Cake Slice | Pasta,27.5
TX-001154,CUST-020,2025-04-02 19:11:37,Americano | Drip Coffee | Croissant | Tea | Pasta,23.5
TX-001155,CUST-035,2025-04-03 00:49:54,Breakfast Sandwich | Pasta | Croissant | Tea,24.5
TX-001156,CUST-038,2025-04-03 02:54:03,Muffin | Tea | Breakfast Sandwich,13.0
TX-001157,CUST-008,2025-04-03 05:09:47,Breakfast Sandwich | Latte | Pasta,22.0
TX-001158,CUST-126,2025-04-03 09:38:10,Pasta | Drip Coffee,13.5
TX-001159,CUST-075,2025-04-03 10:28:44,Drip Coffee,2.5
TX-001160,CUST-007,2025-04-03 12:34:44,Croissant | Latte | Muffin,12.0
TX-001161,CUST-029,2025-04-03 19:47:18,Pasta | Latte | Americano | Breakfast Sandwich | Tea,28.0
TX-001162,CUST-057,2025-04-03 19:57:35,Drip Coffee | Croissant,6.5
TX-001163,CUST-057,2025-04-03 21:45:47,Drip Coffee | Tea,5.5
TX-001164,CUST-011,2025-04-04 01:46:58,Americano | Pasta | Latte | Drip Coffee | Salad,29.5
TX-001165,CUST-036,2025-04-04 05:06:31,Breakfast Sandwich | Pasta | Americano,20.5
TX-001166,CUST-015,2025-04-04 05:49:34,Croissant | Breakfast Sandwich | Cake Slice,16.0
TX-001167,CUST-024,2025-04-04 06:18:33,Breakfast Sandwich | Cake Slice | Pasta,23.0
TX-001168,CUST-016,2025-04-04 08:48:07,Americano | Pasta | Cake Slice | Breakfast Sandwich | Muffin,29.5
TX-001169,CUST-124,2025-04-04 11:05:24,Croissant | Breakfast Sandwich,10.5
TX-001170,CUST-022,2025-04-04 11:37:42,Latte | Pasta | Tea | Americano,21.5
TX-001171,CUST-030,2025-04-04 12:49:29,Muffin | Latte | Croissant,12.0
TX-001172,CUST-112,2025-04-04 12:50:17,Latte | Muffin | Cake Slice,13.5
TX-001173,CUST-003,2025-04-04 14:53:23,Americano | Muffin | Breakfast Sandwich | Salad | Pasta,32.5
TX-001174,CUST-015,2025-04-04 20:49:59,Drip Coffee | Americano | Salad | Pasta,25.0
TX-001175,CUST-136,2025-04-04 21:02:10,Americano | Breakfast Sandwich,9.5
TX-001176,CUST-041,2025-04-04 21:54:25,Muffin | Americano,6.5
TX-001177,CUST-022,2025-04-05 01:13:37,Breakfast Sandwich | Drip Coffee | Tea,12.0
TX-001178,CUST-086,2025-04-05 02:11:08,Salad | Breakfast Sandwich,15.0
TX-001179,CUST-049,2025-04-05 02:45:59,Drip Coffee | Tea,5.5
TX-001180,CUST-140,2025-04-05 02:55:12,Drip Coffee | Tea,5.5
TX-001181,CUST-052,2025-04-05 10:50:51,Americano,3.0
TX-001182,CUST-049,2025-04-05 12:46:28,Drip Coffee,2.5
TX-001183,CUST-072,2025-04-05 13:33:02,Croissant | Muffin,7.5
TX-001184,CUST-042,2025-04-05 14:01:55,Americano,3.0
TX-001185,CUST-028,2025-04-05 14:35:38,Pasta | Croissant | Breakfast Sandwich,21.5
TX-001186,CUST-022,2025-04-05 14:38:54,Cake Slice | Muffin | Pasta | Breakfast Sandwich | Drip Coffee,29.0
TX-001187,CUST-057,2025-04-05 14:45:48,Drip Coffee,2.5
TX-001188,CUST-119,2025-04-05 16:32:11,Tea | Drip Coffee,5.5
TX-001189,CUST-025,2025-04-05 17:28:22,Cake Slice | Latte | Drip Coffee | Americano,15.5
TX-001190,CUST-036,2025-04-05 18:49:34,Salad | Breakfast Sandwich | Croissant | Drip Coffee | Latte,26.0
TX-001191,CUST-119,2025-04-05 19:17:07,Tea | Pasta,14.0
TX-001192,CUST-027,2025-04-05 20:04:30,Drip Coffee | Salad | Breakfast Sandwich,17.5
TX-001193,CUST-033,2025-04-05 20:47:16,Latte | Salad | Croissant | Drip Coffee,19.5
TX-001194,CUST-003,2025-04-05 21:04:00,Pasta | Drip Coffee | Tea | Croissant,20.5
TX-001195,CUST-070,2025-04-05 21:37:04,Muffin,3.5
TX-001196,CUST-067,2025-04-06 00:35:01,Tea | Drip Coffee,5.5
TX-001197,CUST-077,2025-04-06 01:05:27,Muffin,3.5
TX-001198,CUST-007,2025-04-06 04:40:19,Muffin | Croissant | Americano | Salad | Cake Slice,24.5
TX-001199,CUST-032,2025-04-06 06:14:22,Croissant | Salad | Pasta | Breakfast Sandwich,30.0
TX-001200,CUST-033,2025-04-06 07:42:07,Salad | Breakfast Sandwich | Americano | Cake Slice,23.5
TX-001201,CUST-036,2025-04-06 07:47:00,Muffin | Pasta | Americano,17.5
TX-001202,CUST-044,2025-04-06 11:58:01,Drip Coffee,2.5
TX-001203,CUST-041,2025-04-06 12:12:11,Muffin | Drip Coffee,6.0
TX-001204,CUST-067,2025-04-06 14:53:30,Croissant | Americano,7.0
TX-001205,CUST-047,2025-04-06 15:52:41,Tea | Muffin,6.5
TX-001206,CUST-132,2025-04-06 16:49:27,Croissant | Muffin,7.5
TX-001207,CUST-072,2025-04-06 20:41:47,Americano | Drip Coffee,5.5
TX-001208,CUST-049,2025-04-06 20:55:02,Tea,3.0
TX-001209,CUST-050,2025-04-06 21:14:07,Americano,3.0
TX-001210,CUST-038,2025-04-06 22:45:16,Pasta | Latte | Muffin | Cake Slice,24.5
TX-001211,CUST-036,2025-04-06 22:52:32,Pasta | Latte | Salad,24.0
TX-001212,CUST-143,2025-04-07 01:31:02,Salad,8.5
TX-001213,CUST-036,2025-04-07 06:57:25,Cake Slice | Pasta | Americano | Tea | Salad,31.0
TX-001214,CUST-010,2025-04-07 07:09:24,Muffin | Cake Slice | Americano,12.0
TX-001215,CUST-070,2025-04-07 11:33:07,Drip Coffee | Muffin,6.0
TX-001216,CUST-038,2025-04-07 12:33:35,Cake Slice | Breakfast Sandwich | Salad,20.5
TX-001217,CUST-007,2025-04-07 13:28:55,Americano | Breakfast Sandwich | Salad,18.0
TX-001218,CUST-025,2025-04-07 14:04:39,Americano | Breakfast Sandwich | Drip Coffee | Salad | Pasta,31.5
TX-001219,CUST-058,2025-04-07 17:05:54,Drip Coffee | Tea,5.5
TX-001220,CUST-013,2025-04-07 17:17:37,Muffin | Breakfast Sandwich | Americano | Drip Coffee | Pasta,26.5
TX-001221,CUST-122,2025-04-07 18:36:25,Pasta | Drip Coffee,13.5
TX-001222,CUST-053,2025-04-07 19:39:46,Americano | Muffin,6.5
TX-001223,CUST-009,2025-04-07 22:58:21,Croissant | Drip Coffee | Muffin | Salad | Breakfast Sandwich,25.0
TX-001224,CUST-020,2025-04-07 23:05:46,Muffin | Tea | Croissant | Cake Slice | Breakfast Sandwich,22.5
TX-001225,CUST-032,2025-04-08 07:56:12,Americano | Tea | Latte | Muffin,14.0
TX-001226,CUST-014,2025-04-08 09:05:00,Cake Slice | Drip Coffee | Salad | Americano,19.5
TX-001227,CUST-023,2025-04-08 13:53:10,Croissant | Latte | Breakfast Sandwich | Drip Coffee,17.5
TX-001228,CUST-144,2025-04-08 14:51:00,Tea,3.0
TX-001229,CUST-060,2025-04-08 17:15:24,Drip Coffee | Americano,5.5
TX-001230,CUST-009,2025-04-08 21:36:04,Americano | Breakfast Sandwich | Tea | Cake Slice | Latte,22.5
TX-001231,CUST-034,2025-04-09 01:56:59,Americano | Latte | Salad | Breakfast Sandwich | Muffin,26.0
TX-001232,CUST-065,2025-04-09 02:27:44,Croissant,4.0
TX-001233,CUST-018,2025-04-09 09:02:25,Tea | Salad | Breakfast Sandwich | Croissant | Latte,26.5
TX-001234,CUST-027,2025-04-09 12:31:19,Muffin | Tea | Croissant | Salad | Americano,22.0
TX-001235,CUST-025,2025-04-09 14:06:00,Latte | Breakfast Sandwich | Drip Coffee,13.5
TX-001236,CUST-016,2025-04-09 15:02:49,Cake Slice | Breakfast Sandwich | Salad,20.5
TX-001237,CUST-008,2025-04-09 16:46:55,Salad | Drip Coffee | Breakfast Sandwich | Pasta,28.5
TX-001238,CUST-036,2025-04-09 18:02:25,Drip Coffee | Cake Slice | Americano,11.0
TX-001239,CUST-003,2025-04-09 19:56:20,Drip Coffee | Salad | Cake Slice,16.5
TX-001240,CUST-005,2025-04-09 20:38:05,Drip Coffee | Americano | Cake Slice | Breakfast Sandwich,17.5
TX-001241,CUST-012,2025-04-10 01:37:34,Cake Slice | Latte | Breakfast Sandwich,16.5
TX-001242,CUST-092,2025-04-10 06:02:05,Croissant | Salad,12.5
TX-001243,CUST-029,2025-04-10 10:18:30,Cake Slice | Latte | Pasta | Americano | Salad,32.5
TX-001244,CUST-044,2025-04-10 11:44:08,Drip Coffee | Tea,5.5
TX-001245,CUST-118,2025-04-10 14:45:00,Drip Coffee,2.5
TX-001246,CUST-061,2025-04-10 15:44:20,Drip Coffee | Americano,5.5
TX-001247,CUST-014,2025-04-10 17:38:39,Latte | Cake Slice | Tea,13.0
TX-001248,CUST-010,2025-04-10 18:32:36,Croissant | Salad | Latte | Muffin | Tea,23.5
TX-001249,CUST-112,2025-04-10 22:29:27,Cake Slice | Croissant | Latte | Pasta,25.0
TX-001250,CUST-078,2025-04-11 01:29:56,Croissant | Drip Coffee,6.5
TX-001251,CUST-054,2025-04-11 06:09:12,Croissant | Americano,7.0
TX-001252,CUST-027,2025-04-11 06:33:30,Muffin | Americano | Cake Slice,12.0
TX-001253,CUST-011,2025-04-11 10:33:44,Drip Coffee | Latte | Breakfast Sandwich,13.5
TX-001254,CUST-024,2025-04-11 10:42:25,Americano | Cake Slice | Latte,13.0
TX-001255,CUST-067,2025-04-11 16:20:43,Drip Coffee | Muffin,6.0
TX-001256,CUST-051,2025-04-11 16:32:51,Croissant,4.0
TX-001257,CUST-001,2025-04-11 22:22:47,Americano | Salad | Breakfast Sandwich | Croissant,22.0
TX-001258,CUST-132,2025-04-12 01:41:43,Latte | Tea,7.5
TX-001259,CUST-111,2025-04-12 07:13:09,Cake Slice | Pasta | Salad,25.0
TX-001260,CUST-139,2025-04-12 07:13:35,Cake Slice | Drip Coffee,8.0
TX-001261,CUST-033,2025-04-12 13:08:51,Tea | Latte | Americano | Breakfast Sandwich | Muffin,20.5
TX-001262,CUST-056,2025-04-12 14:02:57,Americano | Drip Coffee,5.5
TX-001263,CUST-002,2025-04-12 15:22:04,Latte | Tea | Cake Slice,13.0
TX-001264,CUST-069,2025-04-12 17:23:30,Croissant | Drip Coffee,6.5
TX-001265,CUST-028,2025-04-12 17:49:48,Croissant | Salad | Latte | Pasta | Breakfast Sandwich,34.5
TX-001266,CUST-038,2025-04-12 19:13:27,Drip Coffee | Pasta | Breakfast Sandwich,20.0
TX-001267,CUST-122,2025-04-12 19:22:13,Americano | Croissant,7.0
TX-001268,CUST-067,2025-04-12 19:36:02,Latte,4.5
TX-001269,CUST-132,2025-04-12 22:32:39,Muffin,3.5
TX-001270,CUST-140,2025-04-12 22:51:56,Salad | Drip Coffee,11.0
TX-001271,CUST-031,2025-04-12 22:53:57,Pasta | Salad | Breakfast Sandwich | Cake Slice | Americano,34.5
TX-001272,CUST-016,2025-04-13 00:21:26,Breakfast Sandwich | Drip Coffee | Tea | Pasta | Salad,31.5
TX-001273,CUST-126,2025-04-13 01:56:34,Tea,3.0
TX-001274,CUST-018,2025-04-13 03:17:55,Breakfast Sandwich | Drip Coffee | Americano | Latte | Cake Slice,22.0
TX-001275,CUST-055,2025-04-13 04:24:28,Croissant,4.0
TX-001276,CUST-034,2025-04-13 08:43:46,Salad | Breakfast Sandwich | Croissant | Pasta | Latte,34.5
TX-001277,CUST-071,2025-04-13 11:03:53,Drip Coffee,2.5
TX-001278,CUST-124,2025-04-13 14:14:20,Drip Coffee | Croissant,6.5
TX-001279,CUST-037,2025-04-13 16:36:29,Americano | Muffin | Croissant | Tea | Latte,18.0
TX-001280,CUST-022,2025-04-13 17:14:39,Pasta | Cake Slice | Croissant | Latte | Breakfast Sandwich,31.5
TX-001281,CUST-053,2025-04-13 18:28:27,Americano | Drip Coffee,5.5
TX-001282,CUST-062,2025-04-13 18:35:12,Muffin | Latte,8.0
TX-001283,CUST-017,2025-04-14 01:03:19,Breakfast Sandwich | Croissant | Americano | Salad,22.0
TX-001284,CUST-008,2025-04-14 02:01:59,Salad | Cake Slice | Croissant | Breakfast Sandwich,24.5
TX-001285,CUST-008,2025-04-14 03:01:56,Pasta | Latte | Drip Coffee | Cake Slice | Americano,26.5
TX-001286,CUST-022,2025-04-14 10:21:11,Cake Slice | Breakfast Sandwich | Tea | Pasta,26.0
TX-001287,CUST-120,2025-04-14 11:07:00,Latte | Americano,7.5
TX-001288,CUST-122,2025-04-14 11:07:30,Croissant | Cake Slice,9.5
TX-001289,CUST-099,2025-04-14 11:30:31,Pasta | Salad,19.5
TX-001290,CUST-028,2025-04-14 14:55:35,Drip Coffee | Muffin | Croissant,10.0
TX-001291,CUST-021,2025-04-14 15:05:47,Latte | Breakfast Sandwich | Croissant | Cake Slice | Pasta,31.5
TX-001292,CUST-014,2025-04-14 16:31:07,Tea | Salad | Breakfast Sandwich | Muffin,21.5
TX-001293,CUST-030,2025-04-14 17:34:58,Breakfast Sandwich | Americano | Salad | Cake Slice,23.5
TX-001294,CUST-117,2025-04-14 17:37:00,Croissant | Drip Coffee,6.5
TX-001295,CUST-061,2025-04-14 17:56:28,Drip Coffee,2.5
TX-001296,CUST-038,2025-04-15 00:30:22,Cake Slice | Breakfast Sandwich | Pasta,23.0
TX-001297,CUST-031,2025-04-15 00:32:45,Drip Coffee | Muffin | Latte | Cake Slice | Tea,19.0
TX-001298,CUST-055,2025-04-15 03:06:29,Drip Coffee | Tea,5.5
TX-001299,CUST-100,2025-04-15 03:58:51,Breakfast Sandwich | Croissant,10.5
TX-001300,CUST-020,2025-04-15 05:52:20,Croissant | Cake Slice | Latte,14.0
TX-001301,CUST-003,2025-04-15 06:43:43,Latte | Americano | Muffin | Salad,19.5
TX-001302,CUST-080,2025-04-15 07:00:09,Cake Slice | Breakfast Sandwich | Latte | Croissant,20.5
TX-001303,CUST-071,2025-04-15 07:12:09,Latte,4.5
TX-001304,CUST-022,2025-04-15 09:31:57,Croissant | Latte | Breakfast Sandwich | Cake Slice,20.5
TX-001305,CUST-040,2025-04-15 11:13:54,Muffin | Americano,6.5
TX-001306,CUST-028,2025-04-15 11:23:19,Latte | Muffin | Breakfast Sandwich | Salad | Pasta,34.0
TX-001307,CUST-004,2025-04-15 11:43:36,Drip Coffee | Breakfast Sandwich | Croissant,13.0
TX-001308,CUST-020,2025-04-15 13:42:21,Cake Slice | Muffin | Breakfast Sandwich | Salad,24.0
TX-001309,CUST-022,2025-04-15 15:33:11,Cake Slice | Salad | Breakfast Sandwich | Muffin | Croissant,28.0
TX-001310,CUST-029,2025-04-15 15:46:05,Drip Coffee | Breakfast Sandwich | Pasta | Latte | Cake Slice,30.0
TX-001311,CUST-029,2025-04-15 16:38:56,Croissant | Latte | Breakfast Sandwich,15.0
TX-001312,CUST-115,2025-04-15 17:22:10,Americano | Cake Slice,8.5
TX-001313,CUST-140,2025-04-15 18:09:00,Breakfast Sandwich,6.5
TX-001314,CUST-034,2025-04-15 18:09:37,Tea | Latte | Breakfast Sandwich,14.0
TX-001315,CUST-104,2025-04-15 18:11:24,Salad | Breakfast Sandwich | Pasta | Drip Coffee,28.5
TX-001316,CUST-038,2025-04-15 18:50:55,Cake Slice | Breakfast Sandwich | Croissant | Salad | Latte,29.0
TX-001317,CUST-048,2025-04-16 00:05:04,Muffin | Americano,6.5
TX-001318,CUST-020,2025-04-16 04:43:27,Latte | Pasta | Salad | Tea | Breakfast Sandwich,33.5
TX-001319,CUST-007,2025-04-16 08:32:05,Americano | Drip Coffee | Breakfast Sandwich,12.0
TX-001320,CUST-025,2025-04-16 11:11:15,Drip Coffee | Latte | Pasta | Breakfast Sandwich,24.5
TX-001321,CUST-031,2025-04-16 11:24:53,Americano | Muffin | Croissant | Drip Coffee | Breakfast Sandwich,19.5
TX-001322,CUST-003,2025-04-16 14:17:31,Breakfast Sandwich | Muffin | Croissant | Latte,18.5
TX-001323,CUST-057,2025-04-16 17:31:54,Drip Coffee | Muffin,6.0
TX-001324,CUST-056,2025-04-16 19:21:42,Muffin,3.5
TX-001325,CUST-065,2025-04-16 19:47:31,Drip Coffee,2.5
TX-001326,CUST-054,2025-04-16 23:36:33,Americano,3.0
TX-001327,CUST-061,2025-04-17 02:29:49,Drip Coffee | Muffin,6.0
TX-001328,CUST-066,2025-04-17 05:30:51,Breakfast Sandwich,6.5
TX-001329,CUST-072,2025-04-17 07:52:19,Muffin | Americano,6.5
TX-001330,CUST-064,2025-04-17 08:36:25,Drip Coffee,2.5
TX-001331,CUST-061,2025-04-17 13:37:10,Muffin,3.5
TX-001332,CUST-048,2025-04-17 14:05:15,Muffin | Tea,6.5
TX-001333,CUST-069,2025-04-17 14:22:28,Muffin | Drip Coffee,6.0
TX-001334,CUST-055,2025-04-17 15:22:26,Latte,4.5
TX-001335,CUST-029,2025-04-17 20:46:21,Tea | Cake Slice | Latte | Americano | Salad,24.5
TX-001336,CUST-017,2025-04-17 22:13:49,Drip Coffee | Croissant | Breakfast Sandwich | Americano,16.0
TX-001337,CUST-027,2025-04-17 23:00:23,Croissant | Muffin | Salad | Breakfast Sandwich,22.5
TX-001338,CUST-055,2025-04-17 23:12:14,Muffin,3.5
TX-001339,CUST-053,2025-04-17 23:30:13,Tea,3.0
TX-001340,CUST-013,2025-04-18 00:29:42,Drip Coffee | Breakfast Sandwich | Pasta | Croissant | Muffin,27.5
TX-001341,CUST-048,2025-04-18 05:28:37,Americano,3.0
TX-001342,CUST-065,2025-04-18 11:16:54,Drip Coffee,2.5
TX-001343,CUST-047,2025-04-18 13:12:01,Americano | Drip Coffee,5.5
TX-001344,CUST-070,2025-04-18 14:44:31,Tea | Americano,6.0
TX-001345,CUST-046,2025-04-18 15:58:49,Tea | Americano,6.0
TX-001346,CUST-057,2025-04-18 16:01:41,Muffin,3.5
TX-001347,CUST-037,2025-04-18 16:22:21,Latte | Breakfast Sandwich | Croissant | Cake Slice | Pasta,31.5
TX-001348,CUST-006,2025-04-18 16:55:25,Latte | Cake Slice | Drip Coffee,12.5
TX-001349,CUST-007,2025-04-18 21:45:10,Pasta | Drip Coffee | Breakfast Sandwich,20.0
TX-001350,CUST-016,2025-04-18 23:25:46,Croissant | Breakfast Sandwich | Drip Coffee,13.0
TX-001351,CUST-032,2025-04-19 04:33:53,Salad | Breakfast Sandwich | Latte,19.5
TX-001352,CUST-041,2025-04-19 04:35:51,Tea | Croissant,7.0
TX-001353,CUST-032,2025-04-19 05:49:56,Croissant | Latte | Breakfast Sandwich | Drip Coffee | Salad,26.0
TX-001354,CUST-043,2025-04-19 06:04:40,Drip Coffee,2.5
TX-001355,CUST-028,2025-04-19 07:32:41,Croissant | Tea | Americano | Breakfast Sandwich | Latte,21.0
TX-001356,CUST-069,2025-04-19 08:39:28,Americano | Drip Coffee,5.5
TX-001357,CUST-013,2025-04-19 11:46:03,Latte | Salad | Breakfast Sandwich | Muffin | Cake Slice,28.5
TX-001358,CUST-080,2025-04-19 14:10:32,Pasta | Cake Slice,16.5
TX-001359,CUST-003,2025-04-19 14:58:13,Breakfast Sandwich | Tea | Pasta | Drip Coffee,23.0
TX-001360,CUST-079,2025-04-19 15:03:56,Salad | Drip Coffee,11.0
TX-001361,CUST-057,2025-04-19 18:01:52,Muffin,3.5
TX-001362,CUST-072,2025-04-19 19:08:18,Drip Coffee | Muffin,6.0
TX-001363,CUST-056,2025-04-19 19:19:00,Drip Coffee | Tea,5.5
TX-001364,CUST-007,2025-04-19 19:37:46,Cake Slice | Breakfast Sandwich | Croissant,16.0
TX-001365,CUST-103,2025-04-19 20:24:16,Cake Slice | Salad | Latte | Pasta,29.5
TX-001366,CUST-061,2025-04-19 23:08:33,Muffin,3.5
TX-001367,CUST-139,2025-04-19 23:31:59,Americano | Tea,6.0
TX-001368,CUST-039,2025-04-20 00:12:45,Americano | Tea,6.0
TX-001369,CUST-008,2025-04-20 01:59:03,Muffin | Croissant | Breakfast Sandwich | Tea | Americano,20.0
TX-001370,CUST-043,2025-04-20 03:23:56,Drip Coffee | Croissant,6.5
TX-001371,CUST-114,2025-04-20 07:07:39,Breakfast Sandwich | Latte,11.0
TX-001372,CUST-021,2025-04-20 08:41:06,Pasta | Latte | Cake Slice,21.0
TX-001373,CUST-023,2025-04-20 15:39:34,Muffin | Breakfast Sandwich | Latte,14.5
TX-001374,CUST-032,2025-04-20 17:07:14,Americano | Muffin | Pasta,17.5
TX-001375,CUST-032,2025-04-20 17:54:42,Americano | Cake Slice | Latte | Drip Coffee,15.5
TX-001376,CUST-005,2025-04-20 18:56:44,Tea | Pasta | Salad | Americano,25.5
TX-001377,CUST-091,2025-04-20 20:46:11,Breakfast Sandwich | Latte | Muffin,14.5
TX-001378,CUST-026,2025-04-20 22:48:11,Muffin | Cake Slice | Latte | Pasta,24.5
TX-001379,CUST-025,2025-04-21 00:45:54,Pasta | Breakfast Sandwich | Cake Slice | Latte,27.5
TX-001380,CUST-027,2025-04-21 00:50:59,Drip Coffee | Pasta | Cake Slice | Latte,23.5
TX-001381,CUST-011,2025-04-21 02:51:15,Breakfast Sandwich | Latte | Pasta | Drip Coffee,24.5
TX-001382,CUST-030,2025-04-21 08:33:16,Muffin | Latte | Salad | Croissant,20.5
TX-001383,CUST-027,2025-04-21 08:49:01,Drip Coffee | Salad | Latte | Breakfast Sandwich | Cake Slice,27.5
TX-001384,CUST-037,2025-04-21 12:52:47,Muffin | Cake Slice | Pasta | Latte,24.5
TX-001385,CUST-016,2025-04-21 20:39:54,Cake Slice | Americano | Latte,13.0
TX-001386,CUST-043,2025-04-21 21:04:16,Drip Coffee | Tea,5.5
TX-001387,CUST-017,2025-04-22 02:18:02,Croissant | Muffin | Drip Coffee,10.0
TX-001388,CUST-122,2025-04-22 05:02:04,Drip Coffee,2.5
TX-001389,CUST-106,2025-04-22 05:32:29,Americano | Salad,11.5
TX-001390,CUST-023,2025-04-22 05:34:51,Muffin | Breakfast Sandwich | Drip Coffee,12.5
TX-001391,CUST-113,2025-04-22 08:34:53,Pasta | Latte,15.5
TX-001392,CUST-066,2025-04-22 10:16:12,Muffin | Pasta,14.5
TX-001393,CUST-022,2025-04-22 11:12:17,Cake Slice | Drip Coffee | Breakfast Sandwich | Croissant,18.5
TX-001394,CUST-087,2025-04-22 11:36:26,Pasta | Latte | Salad | Muffin,27.5
TX-001395,CUST-068,2025-04-22 15:09:13,Drip Coffee,2.5
TX-001396,CUST-017,2025-04-22 15:35:10,Americano | Muffin | Cake Slice | Breakfast Sandwich | Croissant,22.5
TX-001397,CUST-007,2025-04-22 16:20:38,Drip Coffee | Cake Slice | Pasta,19.0
TX-001398,CUST-004,2025-04-22 17:55:12,Salad | Croissant | Cake Slice | Muffin,21.5
TX-001399,CUST-008,2025-04-22 19:03:08,Salad | Breakfast Sandwich | Drip Coffee,17.5
TX-001400,CUST-012,2025-04-22 22:05:03,Breakfast Sandwich | Drip Coffee | Cake Slice,14.5
TX-001401,CUST-071,2025-04-22 23:23:04,Latte,4.5
TX-001402,CUST-028,2025-04-23 00:32:33,Drip Coffee | Pasta | Breakfast Sandwich | Salad,28.5
TX-001403,CUST-074,2025-04-23 03:22:33,Drip Coffee | Tea,5.5
TX-001404,CUST-024,2025-04-23 03:32:17,Tea | Salad | Pasta | Muffin,26.0
TX-001405,CUST-056,2025-04-23 04:52:03,Muffin | Tea,6.5
TX-001406,CUST-072,2025-04-23 08:12:58,Drip Coffee,2.5
TX-001407,CUST-028,2025-04-23 08:44:21,Pasta | Tea | Salad | Latte | Drip Coffee,29.5
TX-001408,CUST-065,2025-04-23 08:49:33,Muffin,3.5
TX-001409,CUST-003,2025-04-23 09:34:24,Americano | Muffin | Salad,15.0
TX-001410,CUST-030,2025-04-23 09:46:37,Drip Coffee | Muffin | Salad | Latte | Breakfast Sandwich,25.5
TX-001411,CUST-132,2025-04-23 12:31:19,Latte,4.5
TX-001412,CUST-095,2025-04-23 16:27:07,Croissant | Breakfast Sandwich | Drip Coffee | Pasta,24.0
